 ,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,volume,battery/volume, size sum,battery/size
Polestar,2 Long Range Single Motor (MY26),205,79.0,324.0,490,475,6.2,125.0,CCS,1500,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor,12.66401737,6.238146847,7.944,9.944612286
Polestar,2 Standard Range Single Motor (MY26),205,67.0,290.0,490,405,6.4,110.0,CCS,1500,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor,12.66401737,5.290580237,7.944,8.434038268
Polestar,3 Long Range Dual motor,210,107.0,204.0,840,515,5.0,150.0,CCS,2200,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,15.5641248,6.874784247,8.482,12.6149493
Polestar,3 Long Range Performance,210,107.0,204.0,910,495,4.7,150.0,CCS,2200,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,15.5641248,6.874784247,8.482,12.6149493
Polestar,3 Long Range Single motor,180,107.0,204.0,490,530,7.8,150.0,CCS,1500,484,5,RWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor,15.5641248,6.874784247,8.482,12.6149493
Polestar,4 Long Range Dual Motor,200,94.0,110.0,686,485,3.8,135.0,CCS,2000,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor,15.00260333,6.265579243,8.391,11.20247885
Polestar,4 Long Range Single Motor,180,94.0,110.0,343,495,7.4,135.0,CCS,1500,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor,15.00260333,6.265579243,8.391,11.20247885
Porsche,Macan 4 Electric,220,95.0,180.0,650,470,5.2,200.0,CCS,2000,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2084/Porsche-Macan-4-Electric,15.03819782,6.317246329,8.344,11.38542665
Porsche,Macan 4S Electric,240,95.0,180.0,820,470,4.1,200.0,CCS,2000,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric,15.03819782,6.317246329,8.344,11.38542665
Porsche,Macan Electric,220,95.0,180.0,563,495,5.7,200.0,CCS,2000,540,5,RWD,JD - Large,4784,1938,1623,SUV,https://ev-database.org/car/2083/Porsche-Macan-Electric,15.04746922,6.313354002,8.345,11.38406231
Porsche,Macan Turbo Electric,260,95.0,180.0,1001,460,3.3,200.0,CCS,2000,480,5,AWD,JD - Large,4784,1938,1621,SUV,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric,15.02892643,6.321143458,8.343,11.38679132
Porsche,Taycan,230,82.0,1700.0,410,495,4.8,195.0,CCS,0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2098/Porsche-Taycan,13.45525878,6.094271491,8.308,9.870004815
Porsche,Taycan 4,230,82.0,1065.0,585,490,4.6,195.0,CCS,0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3060/Porsche-Taycan-4,13.45525878,6.094271491,8.308,9.870004815
Porsche,Taycan 4 Cross Turismo,220,97.0,396.0,610,510,4.7,281.0,CCS,0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,https://ev-database.org/car/2110/Porsche-Taycan-4-Cross-Turismo,13.78545592,7.036401302,8.35,11.61676647
Porsche,Taycan 4 Plus,230,97.0,396.0,610,565,4.6,281.0,CCS,0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3061/Porsche-Taycan-4-Plus,13.45525878,7.209077252,8.308,11.6754935
Porsche,Taycan 4S,250,82.0,1826.0,695,490,3.7,195.0,CCS,0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S,13.45525878,6.094271491,8.308,9.870004815
Porsche,Taycan 4S Cross Turismo,240,97.0,396.0,710,510,3.8,281.0,CCS,0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,https://ev-database.org/car/2111/Porsche-Taycan-4S-Cross-Turismo,13.78545592,7.036401302,8.35,11.61676647
Porsche,Taycan 4S Plus,250,97.0,396.0,710,565,3.7,281.0,CCS,0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2101/Porsche-Taycan-4S-Plus,13.45525878,7.209077252,8.308,11.6754935
Porsche,Taycan 4S Plus Sport Turismo,250,97.0,396.0,710,510,3.7,281.0,CCS,0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2107/Porsche-Taycan-4S-Plus-Sport-Turismo,13.56258862,7.152027,8.319,11.6600553
Porsche,Taycan 4S Sport Turismo,250,82.0,1824.0,695,440,3.7,195.0,CCS,0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo,13.56258862,6.046043443,8.319,9.856953961
Porsche,Taycan GTS,250,97.0,396.0,790,535,3.3,281.0,CCS,0,366,5,AWD,F - Luxury,4963,1966,1381,Sedan,https://ev-database.org/car/3062/Porsche-Taycan-GTS,13.4747733,7.198636879,8.31,11.67268351
Porsche,Taycan GTS Sport Turismo,250,97.0,396.0,790,505,3.3,281.0,CCS,0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo,13.58210314,7.141751099,8.321,11.65725273
Porsche,Taycan Plus,230,97.0,396.0,420,575,4.8,281.0,CCS,0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2099/Porsche-Taycan-Plus,13.45525878,7.209077252,8.308,11.6754935
Porsche,Taycan Plus Sport Turismo,230,97.0,396.0,420,530,4.8,281.0,CCS,0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2105/Porsche-Taycan-Plus-Sport-Turismo,13.56258862,7.152027,8.319,11.6600553
Porsche,Taycan Sport Turismo,230,82.0,1700.0,410,460,4.8,195.0,CCS,0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo,13.56258862,6.046043443,8.319,9.856953961
Porsche,Taycan Turbo,260,97.0,396.0,940,535,2.7,281.0,CCS,0,366,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2102/Porsche-Taycan-Turbo,13.45525878,7.209077252,8.308,11.6754935
Porsche,Taycan Turbo Cross Turismo,250,97.0,396.0,940,495,2.8,281.0,CCS,0,405,5,AWD,F - Luxury,4974,1967,1412,Station/Estate,https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo,13.8148075,7.021451441,8.353,11.61259428
Porsche,Taycan Turbo GT,290,97.0,396.0,1340,475,2.3,281.0,CCS,0,326,5,AWD,F - Luxury,4968,1966,1378,Sedan,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,13.45904726,7.207048025,8.312,11.66987488
Porsche,Taycan Turbo GT Weissach,305,97.0,396.0,1340,475,2.2,281.0,CCS,0,367,2,AWD,F - Luxury,4968,1966,1378,Sedan,https://ev-database.org/car/2145/Porsche-Taycan-Turbo-GT-Weissach,13.45904726,7.207048025,8.312,11.66987488
Porsche,Taycan Turbo S,260,97.0,396.0,1110,525,2.4,281.0,CCS,0,366,5,AWD,F - Luxury,4963,1966,1378,Sedan,https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S,13.44550152,7.214308803,8.307,11.676899
Porsche,Taycan Turbo S Cross Turismo,250,97.0,396.0,1110,485,2.5,281.0,CCS,0,405,5,AWD,F - Luxury,4974,1967,1407,Station/Estate,https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo,13.76588821,7.046403294,8.348,11.61954959
Porsche,Taycan Turbo S Sport Turismo,260,97.0,396.0,1110,505,2.4,281.0,CCS,0,405,5,AWD,F - Luxury,4963,1966,1388,Station/Estate,https://ev-database.org/car/2109/Porsche-Taycan-Turbo-S-Sport-Turismo,13.5430741,7.162332514,8.317,11.6628592
Porsche,Taycan Turbo Sport Turismo,260,97.0,396.0,940,505,2.7,281.0,CCS,0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,https://ev-database.org/car/2108/Porsche-Taycan-Turbo-Sport-Turismo,13.58210314,7.141751099,8.321,11.65725273
Renault,4 E-Tech 40kWh 120hp,150,40.0,93.0,225,245,9.2,55.0,CCS,750,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp,11.54816506,3.463753748,7.491,5.339741023
Renault,4 E-Tech 52kWh 150hp,150,52.0,184.0,245,315,8.2,70.0,CCS,750,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp,11.54816506,4.502879873,7.491,6.941663329
Renault,5 E-Tech 40kWh 120hp,150,40.0,93.0,225,250,9.0,55.0,CCS,500,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp,10.55846326,3.788430096,7.219,5.540933647
Renault,5 E-Tech 52kWh 150hp,150,52.0,184.0,245,320,8.0,70.0,CCS,500,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp,10.55846326,4.924959125,7.219,7.203213742
Renault,Kangoo E-Tech Electric,135,45.0,3596.0,245,225,12.6,50.0,CCS,1500,950,5,FWD,N - Passenger Van,4486,1860,1838,Small Passenger Van,https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric,15.33619848,2.934234325,8.184,5.498533724
Renault,Kangoo Grand E-Tech Electric,130,45.0,257.0,245,220,13.3,50.0,CCS,1500,500,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van,https://ev-database.org/car/2043/Renault-Kangoo-Grand-E-Tech-Electric,16.5790449,2.714269747,8.586,5.241090147
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,288.0,250,380,10.5,88.0,CCS,500,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp,11.75706,5.103316645,7.565,7.931262393
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,288.0,300,380,7.4,88.0,CCS,900,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp,11.75706,5.103316645,7.565,7.931262393
Renault,Scenic E-Tech EV60 170hp,150,60.0,192.0,280,340,8.6,75.0,CCS,1100,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp,13.08969768,4.583757507,7.905,7.590132827
Renault,Scenic E-Tech EV87 220hp,170,87.0,288.0,300,480,7.9,95.0,CCS,1100,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp,13.08969768,6.646448385,7.905,11.0056926
Rolls-Royce,Spectre,250,102.0,2503.0,900,465,4.5,126.0,CCS,864,380,4,AWD,I - Luxury,5453,2080,1559,Coupe,https://ev-database.org/car/1765/Rolls-Royce-Spectre,17.68255216,5.768398084,9.092,11.21865376
Skoda,Elroq 50,160,52.0,192.0,310,310,9.0,90.0,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3031/Skoda-Elroq-50,13.740012,3.784567291,7.997,6.502438414
Skoda,Elroq 60,160,59.0,216.0,310,350,8.5,110.0,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3032/Skoda-Elroq-60,13.740012,4.294028273,7.997,7.377766662
Skoda,Elroq 85,180,77.0,288.0,545,450,6.6,120.0,CCS,1000,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3033/Skoda-Elroq-85,13.740012,5.604070797,7.997,9.628610729
Skoda,Elroq RS,180,79.0,288.0,679,450,5.4,135.0,CCS,1200,470,5,AWD,JC - Medium,4488,1884,1608,SUV,https://ev-database.org/car/3183/Skoda-Elroq-RS,13.59627034,5.810416978,7.98,9.899749373
Skoda,Enyaq 60,160,59.0,216.0,310,360,8.1,110.0,CCS,1000,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3096/Skoda-Enyaq-60,14.1963636,4.155993862,8.159,7.231278343
Skoda,Enyaq 85,180,77.0,288.0,545,455,6.7,120.0,CCS,1000,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3097/Skoda-Enyaq-85,14.1963636,5.423924193,8.159,9.437431058
Skoda,Enyaq 85x,180,77.0,288.0,679,450,6.7,120.0,CCS,1200,585,5,AWD,JC - Medium,4658,1879,1620,SUV,https://ev-database.org/car/3098/Skoda-Enyaq-85x,14.17885884,5.430620395,8.157,9.439745004
Skoda,Enyaq Coupe 60,160,59.0,216.0,310,370,8.1,110.0,CCS,1000,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60,14.20511599,4.153433176,8.16,7.230392157
Skoda,Enyaq Coupe 85,180,77.0,288.0,545,470,6.7,120.0,CCS,1000,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85,14.20511599,5.42058228,8.16,9.43627451
Skoda,Enyaq Coupe 85x,180,77.0,288.0,679,460,6.7,120.0,CCS,1200,570,5,AWD,JC - Medium,4658,1879,1621,SUV,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x,14.18761122,5.427270229,8.158,9.438587889
Skoda,Enyaq Coupe RS,180,79.0,288.0,679,470,5.4,135.0,CCS,1200,570,5,AWD,JC - Medium,4660,1879,1608,SUV,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS,14.07987312,5.610846016,8.147,9.696820916
Skoda,Enyaq RS,180,79.0,288.0,679,460,5.4,135.0,CCS,1200,585,5,AWD,JC - Medium,4660,1879,1607,SUV,https://ev-database.org/car/3184/Skoda-Enyaq-RS,14.07111698,5.614337519,8.146,9.698011294
Skywell,BE11 Long Range,150,81.0,1647.0,320,390,9.6,50.0,CCS,786,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3065/Skywell-BE11-Long-Range,15.27376896,5.303209719,8.324,9.730898606
Skywell,BE11 Standard Range,150,68.0,1647.0,320,330,9.6,50.0,CCS,1036,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range,15.27376896,4.452077295,8.324,8.169149447
Smart,#1 Brabus,180,62.0,295.0,584,325,3.9,100.0,CCS,1600,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1748/Smart-1-Brabus,12.8174056,4.837172353,7.758,7.991750451
Smart,#1 Premium,180,62.0,305.0,343,335,6.7,100.0,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2053/Smart-1-Premium,12.72798184,4.87115717,7.728,8.022774327
Smart,#1 Pro,180,47.0,134.0,343,250,6.7,65.0,CCS,0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2041/Smart-1-Pro,12.72798184,3.692651403,7.728,6.081780538
Smart,#1 Pro+,180,62.0,305.0,343,335,6.7,100.0,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/1667/Smart-1-Proplus,12.72798184,4.87115717,7.728,8.022774327
Smart,#1 Pulse,180,62.0,295.0,584,325,4.5,100.0,CCS,1600,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1920/Smart-1-Pulse,12.8174056,4.837172353,7.758,7.991750451
Smart,#1 Pure,180,47.0,134.0,343,250,6.7,65.0,CCS,0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2217/Smart-1-Pure,12.72798184,3.692651403,7.728,6.081780538
Smart,#1 Pure+,180,62.0,305.0,343,335,6.7,100.0,CCS,1600,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2218/Smart-1-Pureplus,12.72798184,4.87115717,7.728,8.022774327
Smart,#3 Brabus,180,62.0,314.0,543,335,3.7,100.0,CCS,1600,370,5,AWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2000/Smart-3-Brabus,12.6247616,4.910983824,7.8,7.948717949
Smart,#3 Premium,180,62.0,343.0,343,355,5.8,110.0,CCS,1600,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2054/Smart-3-Premium,12.6247616,4.910983824,7.8,7.948717949
Smart,#3 Pro,180,47.0,148.0,343,265,5.9,65.0,CCS,0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2052/Smart-3-Pro,12.6247616,3.722842576,7.8,6.025641026
Smart,#3 Pro+,180,62.0,343.0,343,355,5.8,110.0,CCS,1600,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/1999/Smart-3-Proplus,12.6247616,4.910983824,7.8,7.948717949
Smart,#5 Brabus,210,94.0,2492.0,710,450,3.8,230.0,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3179/Smart-5-Brabus,15.369552,6.115988286,8.32,11.29807692
Smart,#5 Premium,200,94.0,2377.0,373,465,6.5,230.0,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3143/Smart-5-Premium,15.369552,6.115988286,8.32,11.29807692
Smart,#5 Pro,200,74.0,2377.0,373,370,6.9,110.0,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3141/Smart-5-Pro,15.369552,4.814714183,8.32,8.894230769
Smart,#5 Pro+,200,94.0,2377.0,373,465,6.5,230.0,CCS,1600,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3142/Smart-5-Proplus,15.369552,6.115988286,8.32,11.29807692
Smart,#5 Pulse,200,94.0,2451.0,643,455,4.9,230.0,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3144/Smart-5-Pulse,15.369552,6.115988286,8.32,11.29807692
Smart,#5 Summit Edition,200,94.0,2451.0,643,455,4.9,230.0,CCS,1600,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3145/Smart-5-Summit-Edition,15.369552,6.115988286,8.32,11.29807692
Subaru,Solterra AWD,160,64.0,96.0,336,320,6.9,100.0,CCS,750,441,5,AWD,JC - Medium,4690,1860,1650,SUV,https://ev-database.org/car/1567/Subaru-Solterra-AWD,14.39361,4.446417542,8.2,7.804878049
Tesla,Model 3 Long Range AWD (Highland),201,75.0,4416.0,493,525,4.4,124.0,CCS,1000,594,5,AWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD,12.57601048,5.963735488,8.01,9.36329588
Tesla,Model 3 Long Range RWD (Highland),201,75.0,4416.0,450,545,5.2,124.0,CCS,1000,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD,12.57601048,5.963735488,8.01,9.36329588
Tesla,Model 3 Performance (Highland),262,75.0,4416.0,741,490,3.2,124.0,CCS,0,594,5,AWD,D - Large,4720,1849,1431,Sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance,12.48873768,6.005410789,8.0,9.375
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.0,1406.0,420,445,6.1,110.0,CCS,1000,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD,12.57601048,4.770988391,8.01,7.490636704
Tesla,Model S Dual Motor,250,95.0,7920.0,506,575,3.2,140.0,CCS,1600,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor,14.27669634,6.654200507,8.439,11.25725797
Tesla,Model S Plaid,282,95.0,7920.0,506,560,2.3,140.0,CCS,1600,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid,14.27669634,6.654200507,8.439,11.25725797
Tesla,Model X Dual Motor,250,95.0,7920.0,432,485,3.9,140.0,CCS,2250,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor,16.98302424,5.593821139,8.736,10.87454212
Tesla,Model X Plaid,262,95.0,7920.0,432,465,2.7,140.0,CCS,2250,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1408/Tesla-Model-X-Plaid,16.98302424,5.593821139,8.736,10.87454212
Tesla,Model Y Long Range AWD (Juniper),201,75.0,4416.0,493,455,4.8,124.0,CCS,1600,854,5,AWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD,15.41789872,4.864476111,8.396,8.932825155
Tesla,Model Y Long Range RWD (Juniper),201,75.0,4416.0,450,470,5.6,124.0,CCS,1600,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD,15.41789872,4.864476111,8.396,8.932825155
Tesla,Model Y RWD (Juniper),201,60.0,3594.0,420,375,5.9,110.0,CCS,1600,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3103/Tesla-Model-Y-RWD,15.41789872,3.891580889,8.396,7.146260124
Toyota,PROACE Verso L 75 kWh,130,68.0,324.0,260,260,13.3,79.0,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh,19.3523904,3.513777812,9.143,7.437383791
Toyota,PROACE Verso M 50 kWh,130,46.0,216.0,260,180,12.1,78.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh,18.0823104,2.543922706,8.793,5.231434095
Toyota,PROACE Verso M 75 kWh,130,68.0,324.0,260,260,13.3,79.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh,18.0823104,3.760581391,8.793,7.733424315
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,180.0,260,235,11.7,80.0,CCS,750,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh,15.25006789,3.278673929,8.127,6.152331734
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,278.0,260,230,11.7,80.0,CCS,750,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh,16.56275058,3.018822251,8.488,5.89066918
Toyota,bZ4X AWD,160,64.0,96.0,336,345,6.9,100.0,CCS,750,452,5,AWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1565/Toyota-bZ4X-AWD,13.95744,4.58536809,8.15,7.852760736
Toyota,bZ4X FWD,160,64.0,96.0,265,350,7.5,100.0,CCS,750,452,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1564/Toyota-bZ4X-FWD,13.95744,4.58536809,8.15,7.852760736
VinFast,VF 8 Eco Extended Range,200,88.0,290.0,500,405,5.9,120.0,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range,15.3138955,5.746415078,8.351,10.53766016
VinFast,VF 8 Plus Extended Range,200,88.0,297.0,620,400,5.5,120.0,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range,15.3138955,5.746415078,8.351,10.53766016
Volkswagen,ID. Buzz LWB GTX,160,86.0,312.0,560,350,6.5,145.0,CCS,1600,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-,18.9724712,4.532883413,8.872,9.693417493
Volkswagen,ID. Buzz LWB Pro,160,86.0,312.0,560,370,7.9,145.0,CCS,1000,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro,18.95057268,4.538121431,8.871,9.694510202
Volkswagen,ID. Buzz NWB GTX,160,79.0,288.0,560,330,6.5,135.0,CCS,1800,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX,18.005141,4.387635731,8.622,9.162607284
Volkswagen,ID. Buzz NWB Pro,160,79.0,288.0,560,360,7.6,135.0,CCS,1200,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro,18.02384764,4.38308188,8.624,9.160482375
Volkswagen,ID. Buzz NWB Pure,145,59.0,216.0,310,275,10.7,110.0,CCS,1000,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure,18.02384764,3.273440898,8.624,6.841372913
Volkswagen,ID.3 GTX,180,79.0,288.0,545,470,5.9,135.0,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX,12.02484992,6.569728562,7.669,10.30121267
Volkswagen,ID.3 GTX Performance,200,79.0,288.0,545,465,5.6,135.0,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance,12.02484992,6.569728562,7.669,10.30121267
Volkswagen,ID.3 Pro,160,59.0,216.0,310,365,7.6,110.0,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro,12.06403286,4.890570232,7.637,7.725546681
Volkswagen,ID.3 Pro S,160,77.0,288.0,310,465,7.1,120.0,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S,12.06403286,6.382608608,7.637,10.08249313
Volkswagen,ID.3 Pure,160,52.0,192.0,310,325,8.2,90.0,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure,12.06403286,4.310333086,7.637,6.808956396
Volkswagen,ID.4 GTX,180,77.0,288.0,679,420,5.4,120.0,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX,13.84648541,5.560977947,8.067,9.545060121
Volkswagen,ID.4 Pro,180,77.0,288.0,545,445,6.7,120.0,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro,13.84648541,5.560977947,8.067,9.545060121
